id_pedido,timestamp,id_produto,nome_produto,categoria,preco,quantidade
P3429,2024-05-28 00:57:45,PROD05,Jogo Aventura,Games,199.9,1
P3430,2024-05-28 00:58:52,PROD10,SSD 1TB,Componentes,600.0,1
P3430,2024-05-28 01:53:21,PROD06,Mouse Gamer W,Acessórios,150.0,1
P3431,2024-05-28 02:01:34,PROD03,Notebook Pro,Notebooks,7500.0,2
P3432,2024-05-28 02:11:46,PROD08,Cadeira Gamer,Móveis,1200.0,1
P3433,2024-05-28 02:18:52,PROD10,SSD 1TB,Componentes,600.0,1
P3434,2024-05-28 02:20:09,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P3434,2024-05-28 02:38:20,PROD05,Jogo Aventura,Games,199.9,1
P3435,2024-05-28 02:53:00,PROD06,Mouse Gamer W,Acessórios,150.0,1
P3436,2024-05-28 03:17:27,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P3437,2024-05-28 03:25:58,PROD05,Jogo Aventura,Games,199.9,1
P3438,2024-05-28 03:53:39,PROD06,Mouse Gamer W,Acessórios,150.0,1
P3439,2024-05-28 03:55:55,PROD08,Cadeira Gamer,Móveis,1200.0,1
P3439,2024-05-28 04:06:37,PROD08,Cadeira Gamer,Móveis,1200.0,1
P3440,2024-05-28 04:12:08,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P3441,2024-05-28 04:18:43,PROD05,Jogo Aventura,Games,199.9,1
P3442,2024-05-28 04:18:47,PROD03,Notebook Pro,Notebooks,7500.0,1
P3443,2024-05-28 04:19:14,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P3444,2024-05-28 04:33:33,PROD08,Cadeira Gamer,Móveis,1200.0,1
P3445,2024-05-28 05:03:55,PROD06,Mouse Gamer W,Acessórios,150.0,3
P3446,2024-05-28 05:08:04,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P3447,2024-05-28 05:18:04,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P3448,2024-05-28 05:21:15,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P3449,2024-05-28 06:04:12,PROD10,SSD 1TB,Componentes,600.0,1
P3449,2024-05-28 06:10:48,PROD08,Cadeira Gamer,Móveis,1200.0,1
P3450,2024-05-28 06:22:13,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P3450,2024-05-28 06:48:33,PROD10,SSD 1TB,Componentes,600.0,1
P3451,2024-05-28 07:22:49,PROD05,Jogo Aventura,Games,199.9,2
P3452,2024-05-28 07:29:21,PROD01,Smartphone X,Smartphones,3500.0,1
P3453,2024-05-28 07:36:14,PROD01,Smartphone X,Smartphones,3500.0,1
P3454,2024-05-28 07:40:25,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P3455,2024-05-28 07:44:11,PROD09,Webcam Full HD,Acessórios,300.0,1
P3456,2024-05-28 08:11:03,PROD04,Teclado Gamer Z,Acessórios,450.0,1
