id_pedido,timestamp,id_produto,nome_produto,categoria,preco,quantidade
P1276,2024-05-11 02:27:14,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1277,2024-05-11 02:29:59,PROD03,Notebook Pro,Notebooks,7500.0,1
P1278,2024-05-11 02:47:18,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1278,2024-05-11 02:55:29,PROD03,Notebook Pro,Notebooks,7500.0,1
P1279,2024-05-11 02:58:12,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1280,2024-05-11 03:00:52,PROD10,SSD 1TB,Componentes,600.0,1
P1281,2024-05-11 03:30:29,PROD03,Notebook Pro,Notebooks,7500.0,1
P1281,2024-05-11 03:40:57,PROD09,Webcam Full HD,Acessórios,300.0,1
P1281,2024-05-11 03:42:50,PROD05,Jogo Aventura,Games,199.9,2
P1282,2024-05-11 03:44:53,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1283,2024-05-11 04:14:08,PROD01,Smartphone X,Smartphones,3500.0,1
P1284,2024-05-11 04:30:05,PROD10,SSD 1TB,Componentes,600.0,1
P1285,2024-05-11 04:31:20,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1285,2024-05-11 04:34:49,PROD09,Webcam Full HD,Acessórios,300.0,1
P1286,2024-05-11 04:49:47,PROD05,Jogo Aventura,Games,199.9,1
P1287,2024-05-11 05:00:15,PROD05,Jogo Aventura,Games,199.9,1
P1288,2024-05-11 05:11:39,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1289,2024-05-11 05:18:11,PROD01,Smartphone X,Smartphones,3500.0,1
P1290,2024-05-11 05:29:26,PROD03,Notebook Pro,Notebooks,7500.0,1
P1291,2024-05-11 05:36:05,PROD01,Smartphone X,Smartphones,3500.0,1
P1292,2024-05-11 05:38:03,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1293,2024-05-11 05:43:00,PROD01,Smartphone X,Smartphones,3500.0,1
P1294,2024-05-11 06:04:36,PROD10,SSD 1TB,Componentes,600.0,1
P1295,2024-05-11 06:26:42,PROD01,Smartphone X,Smartphones,3500.0,1
P1296,2024-05-11 06:34:03,PROD05,Jogo Aventura,Games,199.9,1
P1297,2024-05-11 06:37:18,PROD01,Smartphone X,Smartphones,3500.0,1
P1298,2024-05-11 06:41:06,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1299,2024-05-11 06:59:56,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1300,2024-05-11 07:42:45,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1301,2024-05-11 07:46:25,PROD05,Jogo Aventura,Games,199.9,1
P1302,2024-05-11 07:54:37,PROD10,SSD 1TB,Componentes,600.0,1
P1303,2024-05-11 07:55:42,PROD01,Smartphone X,Smartphones,3500.0,1
P1304,2024-05-11 07:56:27,PROD10,SSD 1TB,Componentes,600.0,1
P1305,2024-05-11 08:07:00,PROD02,Fone Bluetooth Y,Acessórios,250.0,3
P1306,2024-05-11 08:30:19,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1307,2024-05-11 08:41:53,PROD01,Smartphone X,Smartphones,3500.0,1
P1308,2024-05-11 08:43:05,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1309,2024-05-11 08:51:49,PROD08,Cadeira Gamer,Móveis,1200.0,2
P1310,2024-05-11 08:53:31,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1311,2024-05-11 09:29:36,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
