id_pedido,timestamp,id_produto,nome_produto,categoria,preco,quantidade
P0418,2024-05-04 08:48:05,PROD10,SSD 1TB,Componentes,600.0,1
P0419,2024-05-04 08:49:15,PROD01,Smartphone X,Smartphones,3500.0,1
P0419,2024-05-04 09:17:52,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0420,2024-05-04 09:41:13,PROD09,Webcam Full HD,Acessórios,300.0,2
P0421,2024-05-04 09:51:40,PROD05,Jogo Aventura,Games,199.9,1
P0422,2024-05-04 10:04:05,PROD10,SSD 1TB,Componentes,600.0,1
P0423,2024-05-04 10:07:13,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0424,2024-05-04 10:17:41,PROD10,SSD 1TB,Componentes,600.0,1
P0425,2024-05-04 10:34:41,PROD05,Jogo Aventura,Games,199.9,1
P0426,2024-05-04 10:39:00,PROD09,Webcam Full HD,Acessórios,300.0,1
P0427,2024-05-04 10:43:57,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0428,2024-05-04 11:02:00,PROD03,Notebook Pro,Notebooks,7500.0,1
P0429,2024-05-04 11:02:58,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0430,2024-05-04 11:03:42,PROD01,Smartphone X,Smartphones,3500.0,1
P0430,2024-05-04 11:12:23,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0431,2024-05-04 11:18:04,PROD09,Webcam Full HD,Acessórios,300.0,1
P0431,2024-05-04 11:20:49,PROD10,SSD 1TB,Componentes,600.0,1
P0432,2024-05-04 11:21:01,PROD03,Notebook Pro,Notebooks,7500.0,2
P0432,2024-05-04 11:28:00,PROD01,Smartphone X,Smartphones,3500.0,1
P0433,2024-05-04 11:44:35,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0434,2024-05-04 11:49:42,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0434,2024-05-04 11:49:51,PROD05,Jogo Aventura,Games,199.9,1
P0435,2024-05-04 12:07:51,PROD03,Notebook Pro,Notebooks,7500.0,1
P0436,2024-05-04 12:14:28,PROD03,Notebook Pro,Notebooks,7500.0,2
P0437,2024-05-04 12:18:27,PROD09,Webcam Full HD,Acessórios,300.0,2
P0438,2024-05-04 12:28:54,PROD09,Webcam Full HD,Acessórios,300.0,1
P0439,2024-05-04 12:30:27,PROD03,Notebook Pro,Notebooks,7500.0,1
P0440,2024-05-04 12:38:45,PROD05,Jogo Aventura,Games,199.9,1
P0441,2024-05-04 12:49:50,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0442,2024-05-04 13:24:41,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0443,2024-05-04 13:28:17,PROD04,Teclado Gamer Z,Acessórios,450.0,3
P0443,2024-05-04 13:36:56,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P0444,2024-05-04 13:53:39,PROD01,Smartphone X,Smartphones,3500.0,1
P0445,2024-05-04 14:03:05,PROD01,Smartphone X,Smartphones,3500.0,1
P0446,2024-05-04 14:03:20,PROD10,SSD 1TB,Componentes,600.0,1
P0447,2024-05-04 14:41:52,PROD01,Smartphone X,Smartphones,3500.0,1
P0447,2024-05-04 14:46:07,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0447,2024-05-04 14:47:59,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0448,2024-05-04 15:12:03,PROD10,SSD 1TB,Componentes,600.0,1
P0449,2024-05-04 15:22:43,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0450,2024-05-04 15:29:00,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0451,2024-05-04 15:35:26,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P0452,2024-05-04 15:38:12,PROD07,Monitor Ultrawide,Monitores,1800.0,2
P0453,2024-05-04 15:40:23,PROD04,Teclado Gamer Z,Acessórios,450.0,2
P0454,2024-05-04 15:56:24,PROD05,Jogo Aventura,Games,199.9,2
P0454,2024-05-04 16:05:46,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0455,2024-05-04 16:06:03,PROD09,Webcam Full HD,Acessórios,300.0,1
P0456,2024-05-04 16:12:56,PROD10,SSD 1TB,Componentes,600.0,1
P0456,2024-05-04 16:14:16,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P0457,2024-05-04 16:14:46,PROD10,SSD 1TB,Componentes,600.0,1
P0458,2024-05-04 16:15:13,PROD01,Smartphone X,Smartphones,3500.0,1
P0459,2024-05-04 16:16:08,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0459,2024-05-04 16:16:31,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0460,2024-05-04 16:19:19,PROD05,Jogo Aventura,Games,199.9,1
P0461,2024-05-04 16:22:24,PROD09,Webcam Full HD,Acessórios,300.0,2
P0462,2024-05-04 17:09:07,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0463,2024-05-04 17:12:30,PROD03,Notebook Pro,Notebooks,7500.0,1
P0464,2024-05-04 17:20:05,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0465,2024-05-04 17:54:57,PROD01,Smartphone X,Smartphones,3500.0,1
P0465,2024-05-04 18:08:14,PROD01,Smartphone X,Smartphones,3500.0,1
P0466,2024-05-04 18:18:18,PROD03,Notebook Pro,Notebooks,7500.0,1
P0467,2024-05-04 18:25:38,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0467,2024-05-04 18:26:15,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0467,2024-05-04 18:40:07,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P0468,2024-05-04 18:44:10,PROD10,SSD 1TB,Componentes,600.0,1
P0469,2024-05-04 18:50:22,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P0470,2024-05-04 18:57:28,PROD09,Webcam Full HD,Acessórios,300.0,1
P0471,2024-05-04 19:01:35,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P0471,2024-05-04 19:03:29,PROD03,Notebook Pro,Notebooks,7500.0,1
P0471,2024-05-04 19:19:15,PROD03,Notebook Pro,Notebooks,7500.0,1
P0472,2024-05-04 19:24:05,PROD07,Monitor Ultrawide,Monitores,1800.0,2
P0473,2024-05-04 19:29:31,PROD01,Smartphone X,Smartphones,3500.0,1
P0473,2024-05-04 19:45:41,PROD03,Notebook Pro,Notebooks,7500.0,1
P0474,2024-05-04 19:48:16,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0475,2024-05-04 19:53:33,PROD05,Jogo Aventura,Games,199.9,1
P0476,2024-05-04 20:00:31,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0477,2024-05-04 20:08:29,PROD05,Jogo Aventura,Games,199.9,1
P0478,2024-05-04 20:09:00,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0479,2024-05-04 20:27:07,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0480,2024-05-04 20:41:56,PROD10,SSD 1TB,Componentes,600.0,1
P0481,2024-05-04 20:45:13,PROD10,SSD 1TB,Componentes,600.0,1
P0482,2024-05-04 20:47:15,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0483,2024-05-04 20:47:23,PROD10,SSD 1TB,Componentes,600.0,1
P0484,2024-05-04 21:22:16,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0485,2024-05-04 21:35:12,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0486,2024-05-04 21:44:13,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0487,2024-05-04 21:54:44,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P0488,2024-05-04 22:05:41,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0489,2024-05-04 22:07:00,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0490,2024-05-04 22:46:57,PROD07,Monitor Ultrawide,Monitores,1800.0,2
P0491,2024-05-04 22:56:11,PROD10,SSD 1TB,Componentes,600.0,3
P0492,2024-05-04 22:57:47,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0493,2024-05-04 22:57:49,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0494,2024-05-04 23:06:00,PROD03,Notebook Pro,Notebooks,7500.0,1
P0494,2024-05-04 23:57:28,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0495,2024-05-05 00:03:11,PROD03,Notebook Pro,Notebooks,7500.0,1
P0496,2024-05-05 00:09:32,PROD10,SSD 1TB,Componentes,600.0,1
P0497,2024-05-05 00:19:56,PROD01,Smartphone X,Smartphones,3500.0,1
P0498,2024-05-05 00:22:57,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0499,2024-05-05 00:36:23,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0500,2024-05-05 00:37:00,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P0501,2024-05-05 00:42:25,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0502,2024-05-05 00:50:44,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0502,2024-05-05 00:59:46,PROD09,Webcam Full HD,Acessórios,300.0,1
P0503,2024-05-05 01:05:47,PROD01,Smartphone X,Smartphones,3500.0,2
P0504,2024-05-05 01:16:35,PROD09,Webcam Full HD,Acessórios,300.0,1
P0505,2024-05-05 01:22:24,PROD02,Fone Bluetooth Y,Acessórios,250.0,2
P0506,2024-05-05 01:34:15,PROD01,Smartphone X,Smartphones,3500.0,1
P0507,2024-05-05 01:41:22,PROD01,Smartphone X,Smartphones,3500.0,1
P0507,2024-05-05 01:41:36,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0508,2024-05-05 02:00:24,PROD01,Smartphone X,Smartphones,3500.0,3
P0509,2024-05-05 02:16:49,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0510,2024-05-05 02:20:43,PROD03,Notebook Pro,Notebooks,7500.0,1
P0511,2024-05-05 02:30:14,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0511,2024-05-05 02:32:54,PROD05,Jogo Aventura,Games,199.9,1
P0512,2024-05-05 02:37:44,PROD03,Notebook Pro,Notebooks,7500.0,1
P0513,2024-05-05 02:51:21,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0514,2024-05-05 02:56:19,PROD10,SSD 1TB,Componentes,600.0,1
P0515,2024-05-05 02:57:09,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0516,2024-05-05 03:02:00,PROD10,SSD 1TB,Componentes,600.0,1
P0517,2024-05-05 03:10:19,PROD03,Notebook Pro,Notebooks,7500.0,1
P0518,2024-05-05 03:33:37,PROD05,Jogo Aventura,Games,199.9,1
P0519,2024-05-05 04:03:27,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P0520,2024-05-05 04:07:06,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0521,2024-05-05 04:11:00,PROD09,Webcam Full HD,Acessórios,300.0,1
P0522,2024-05-05 04:31:58,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0523,2024-05-05 04:32:23,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0524,2024-05-05 04:33:07,PROD04,Teclado Gamer Z,Acessórios,450.0,2
P0525,2024-05-05 04:50:05,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0526,2024-05-05 04:53:40,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0527,2024-05-05 05:09:11,PROD03,Notebook Pro,Notebooks,7500.0,1
P0528,2024-05-05 05:16:45,PROD09,Webcam Full HD,Acessórios,300.0,1
P0529,2024-05-05 05:17:01,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0530,2024-05-05 05:32:05,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0530,2024-05-05 05:34:53,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0531,2024-05-05 05:41:20,PROD01,Smartphone X,Smartphones,3500.0,1
P0532,2024-05-05 05:41:37,PROD10,SSD 1TB,Componentes,600.0,1
P0533,2024-05-05 05:44:02,PROD10,SSD 1TB,Componentes,600.0,1
P0534,2024-05-05 05:48:00,PROD03,Notebook Pro,Notebooks,7500.0,1
P0535,2024-05-05 05:51:00,PROD05,Jogo Aventura,Games,199.9,1
P0536,2024-05-05 05:59:52,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0537,2024-05-05 06:06:55,PROD05,Jogo Aventura,Games,199.9,2
P0538,2024-05-05 06:19:26,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0539,2024-05-05 06:24:13,PROD04,Teclado Gamer Z,Acessórios,450.0,3
P0540,2024-05-05 07:24:40,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0541,2024-05-05 07:27:20,PROD02,Fone Bluetooth Y,Acessórios,250.0,2
P0542,2024-05-05 07:33:01,PROD03,Notebook Pro,Notebooks,7500.0,1
P0543,2024-05-05 07:37:39,PROD02,Fone Bluetooth Y,Acessórios,250.0,2
P0544,2024-05-05 07:43:57,PROD02,Fone Bluetooth Y,Acessórios,250.0,2
P0545,2024-05-05 08:00:54,PROD09,Webcam Full HD,Acessórios,300.0,1
P0546,2024-05-05 08:10:53,PROD05,Jogo Aventura,Games,199.9,1
P0547,2024-05-05 08:39:46,PROD03,Notebook Pro,Notebooks,7500.0,1
P0548,2024-05-05 08:43:36,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0549,2024-05-05 08:47:27,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0550,2024-05-05 08:52:58,PROD10,SSD 1TB,Componentes,600.0,1
P0551,2024-05-05 09:00:56,PROD08,Cadeira Gamer,Móveis,1200.0,2
P0552,2024-05-05 09:17:47,PROD01,Smartphone X,Smartphones,3500.0,3
P0553,2024-05-05 09:21:19,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0553,2024-05-05 10:08:19,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0554,2024-05-05 10:40:24,PROD10,SSD 1TB,Componentes,600.0,1
P0555,2024-05-05 10:49:01,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P0556,2024-05-05 11:05:47,PROD05,Jogo Aventura,Games,199.9,1
P0557,2024-05-05 11:14:43,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0558,2024-05-05 11:23:47,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0559,2024-05-05 11:34:23,PROD01,Smartphone X,Smartphones,3500.0,1
P0560,2024-05-05 11:57:46,PROD09,Webcam Full HD,Acessórios,300.0,1
P0561,2024-05-05 12:16:02,PROD10,SSD 1TB,Componentes,600.0,1
P0562,2024-05-05 12:17:40,PROD09,Webcam Full HD,Acessórios,300.0,1
P0563,2024-05-05 12:17:45,PROD10,SSD 1TB,Componentes,600.0,1
P0564,2024-05-05 12:41:47,PROD01,Smartphone X,Smartphones,3500.0,2
P0565,2024-05-05 12:45:41,PROD08,Cadeira Gamer,Móveis,1200.0,1
P0566,2024-05-05 12:52:46,PROD09,Webcam Full HD,Acessórios,300.0,1
P0567,2024-05-05 13:14:30,PROD09,Webcam Full HD,Acessórios,300.0,1
P0567,2024-05-05 13:30:31,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0568,2024-05-05 13:30:41,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P0569,2024-05-05 13:31:52,PROD08,Cadeira Gamer,Móveis,1200.0,3
P0570,2024-05-05 13:42:37,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0571,2024-05-05 13:53:43,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0572,2024-05-05 14:03:02,PROD03,Notebook Pro,Notebooks,7500.0,2
P0573,2024-05-05 14:21:01,PROD01,Smartphone X,Smartphones,3500.0,1
P0574,2024-05-05 14:34:16,PROD01,Smartphone X,Smartphones,3500.0,1
P0575,2024-05-05 15:14:33,PROD09,Webcam Full HD,Acessórios,300.0,1
P0576,2024-05-05 15:20:37,PROD03,Notebook Pro,Notebooks,7500.0,1
P0577,2024-05-05 15:31:31,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0578,2024-05-05 15:36:42,PROD10,SSD 1TB,Componentes,600.0,1
P0579,2024-05-05 15:44:53,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P0580,2024-05-05 15:58:52,PROD09,Webcam Full HD,Acessórios,300.0,1
P0581,2024-05-05 16:08:30,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0582,2024-05-05 16:11:38,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P0583,2024-05-05 16:13:25,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0584,2024-05-05 16:48:34,PROD06,Mouse Gamer W,Acessórios,150.0,1
P0585,2024-05-05 17:05:08,PROD03,Notebook Pro,Notebooks,7500.0,1
P0586,2024-05-05 17:20:37,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0586,2024-05-05 17:32:02,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P0587,2024-05-05 17:41:58,PROD02,Fone Bluetooth Y,Acessórios,250.0,3
P0588,2024-05-05 17:48:35,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P0588,2024-05-05 17:49:46,PROD09,Webcam Full HD,Acessórios,300.0,1
